County_FIPS,SVI_county,priority_high_demand,priority_SVI_hotspot,priority_SVI_pop,priority_hotspot,percentage_scenario_high_demand_base_case_capacity_low,percentage_scenario_high_demand_base_case_capacity_mid,percentage_scenario_high_demand_base_case_capacity_high,percentage_scenario_SVI_hotspot_base_case_capacity_low,percentage_scenario_SVI_hotspot_base_case_capacity_mid,percentage_scenario_SVI_hotspot_base_case_capacity_high,percentage_scenario_SVI_pop_base_case_capacity_low,percentage_scenario_SVI_pop_base_case_capacity_mid,percentage_scenario_SVI_pop_base_case_capacity_high,percentage_scenario_hotspot_base_case_capacity_low,percentage_scenario_hotspot_base_case_capacity_mid,percentage_scenario_hotspot_base_case_capacity_high
1103,0.43283582089552236,0.012496844231254734,0.019941622144297746,0.007792524965518932,0.04514127562375167,51.515151515151516,95.95959595959596,100.0,52.52525252525253,95.95959595959596,100.0,100.0,100.0,100.0,52.52525252525253,95.95959595959596,100.0
1111,0.47761194029850745,0.0006311537490532694,0.005864496464411713,0.001628845388438178,0.012030733119385014,60.0,100.0,100.0,60.0,100.0,100.0,0.0,100.0,100.0,60.0,100.0,100.0
1113,0.8656716417910447,0.004291845493562232,0.028028909174712513,0.00761614460702935,0.03172411715890921,79.41176470588235,100.0,100.0,82.35294117647058,100.0,100.0,100.0,100.0,100.0,82.35294117647058,100.0,100.0
1115,0.05970149253731343,0.0022721534965917697,0.0006823507483384131,0.0007870456277680068,0.011198478569321584,55.55555555555556,100.0,100.0,77.77777777777779,100.0,100.0,0.0,94.44444444444444,100.0,77.77777777777779,100.0,100.0
1117,0.014925373134328358,0.006311537490532693,0.0001958258137854804,0.0004758059444786098,0.012855272361533708,20.0,57.99999999999999,100.0,20.0,76.0,100.0,0.0,0.0,100.0,20.0,76.0,100.0
1121,0.7761194029850746,0.0026508457460237313,0.011214902280836278,0.009450302712797167,0.014158051655624511,61.904761904761905,100.0,100.0,71.42857142857143,100.0,100.0,100.0,100.0,100.0,71.42857142857143,100.0,100.0
2261,0.13793103448275862,0.0007573844988639232,0.0049326201077217555,0.00019311790834472789,0.035039041320760855,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4021,0.3333333333333333,0.02221661196667508,0.007748627503292528,0.02114610224172184,0.022776268721799255,27.27272727272727,54.54545454545454,71.5909090909091,55.11363636363637,74.43181818181817,92.61363636363636,-0.0,-0.0,100.0,55.11363636363637,74.43181818181817,92.61363636363636
5009,0.12,0.0,0.0,0.0006755367126191893,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5011,0.9866666666666667,0.001009845998485231,0.039968672507871734,0.0016319310671269625,0.03969043031596599,37.5,100.0,100.0,50.0,100.0,100.0,0.0,100.0,100.0,50.0,100.0,100.0
5033,0.25333333333333335,0.0015147689977278464,0.0026976291342978138,0.0023913391400538866,0.010433414115904621,58.333333333333336,100.0,100.0,66.66666666666666,100.0,100.0,0.0,100.0,100.0,66.66666666666666,100.0,100.0
5037,0.41333333333333333,0.0011360767482958849,0.012132189481146643,0.0010611617845966935,0.028759100187468828,33.33333333333333,77.77777777777779,100.0,33.33333333333333,100.0,100.0,0.0,100.0,100.0,33.33333333333333,100.0,100.0
5045,0.13333333333333333,0.0011360767482958849,0.0005434218929860808,0.0024662932424494802,0.00399332754694317,22.22222222222222,88.88888888888889,100.0,33.33333333333333,88.88888888888889,100.0,0.0,100.0,100.0,33.33333333333333,88.88888888888889,100.0
5047,0.22666666666666666,0.00012623074981065388,0.0007067242130235779,0.0006083617787342158,0.003054913042035965,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0
